SKU,Barcode,UPC/EAN,listing_url_ASIN,Name,Weight,Units,UOM,Grams,Cost,Price,Type,Brand,Manufacturer,Note,Location,Condition,Item ID,Power,buybox_new_landed_price,buybox_new_listing_price,buybox_new_shipping_price,buybox_new_subcondition,buybox_used_listing_price,buybox_used_shipping_price,buybox_used_subcondition,fba_fee_total,fba_monthly_storage,fba_order_handling,fba_pick_pack,fba_tier_level,fba_weight_handling,has_super_saver_shipping,list_price_amount,lowest_new_price_fba,lowest_new_price_merchant,sales_rank,additional_image_1,additional_image_2,additional_image_3,additional_image_4,additional_image_5,all_images,description,hazardous_material_type,item_type_keyword,large_image,listing_url,package_dimensions_height,package_dimensions_length,package_dimensions_weight,package_dimensions_width,parent_asin,product_type_name,product_group,size,Barcode.1,Name_clean,asin,Created,Quantity,My warehouse
SKU-8REPRW0M,2090409115250,022164213119,B0C25X3615,2pc Twin/Twin Extra Long Elise Pom Pom Jacquard Antimicrobial Dust Free Comforter Set Pink - Intelligent Design (Please be advised that sets may be missing pieces or otherwise incomplete.),Missing ,Missing,,,0,38.91,HOME,Intelligent Design,E&E Co. Ltd DBA JLA Home,,,,,,56.99,56.99,0.0,New,0.0,0.0,,14.76,1.53,0.0,13.23,Small Over Size,0.0,1.0,69.99,56.99,67.81,524704.0,https://m.media-amazon.com/images/I/51nJzg++NQL.jpg,https://m.media-amazon.com/images/I/61EJUIBivRL.jpg,https://m.media-amazon.com/images/I/71nDVYvhaAL.jpg,https://m.media-amazon.com/images/I/71Fz5b5cBJL.jpg,https://m.media-amazon.com/images/I/51g0MptrG4L.jpg,"https://m.media-amazon.com/images/I/51nJzg++NQL.jpg,https://m.media-amazon.com/images/I/61EJUIBivRL.jpg,https://m.media-amazon.com/images/I/71nDVYvhaAL.jpg,https://m.media-amazon.com/images/I/71Fz5b5cBJL.jpg,https://m.media-amazon.com/images/I/51g0MptrG4L.jpg,https://m.media-amazon.com/images/I/71FVCm5ta0L.jpg,https://m.media-amazon.com/images/I/61KpLGe+-mL.jpg,https://m.media-amazon.com/images/I/61JaIETlWBL.jpg","Refresh your bedroom with the elegant style of Intelligent Design's Lucy Clip Jacquard Comforter Set. This beautiful comforter features fun and playful clip jacquard pompoms all over the face that add dimension to the top of the bed for a lovely look. The matching shams (1 in Twin/TwinXL) also flaunt the delicate design of the comforter to complete the jacquard bedding set. Machine washable for easy care, this elegant comforter set is OEKO-TEX certified, meaning it does not contain any harmful substances or chemicals to ensure quality comfort and wellness.",,comforter-sets,https://m.media-amazon.com/images/I/51nJzg++NQL.jpg,https://www.amazon.com/dp/B0C25X3615,9.91999999,18.89999998,6.53,10.07999999,B0CX268BW3,BEDDING_SET,Home,Twin/Twin XL,,2pc twin/twin extra long elise pom pom jacquard antimicrobial dust free comforter set pink - intelligent design (please be advised that sets may be missing pieces or otherwise incomplete.),B0C25X3615,2024-09-16 18:19:55,1,1
SKU-Y96M5BUB,2016393474944,194281125047,B0CPGQT2WZ,"2pk 1.06oz 10"" Chateau Gray Unscented Ribbed Taper Flame Candles - Threshold: Elegant Home Decor, 8hr Burn Time (Please be advised that sets may be missing pieces or otherwise incomplete.)",1.06oz,106,oz,3005.1000000000004,0,10.0,HOME,Hyoola,Hyoola,,,,,,9.99,9.99,0.0,New,0.0,0.0,,3.43,0.05,0.0,3.38,Large Standard Size,0.0,1.0,39.99,9.99,0.0,41437.0,https://m.media-amazon.com/images/I/71SY4QsIK4L.jpg,https://m.media-amazon.com/images/I/71Ouw-zO3VL.jpg,https://m.media-amazon.com/images/I/61PwxrwY-lL.jpg,https://m.media-amazon.com/images/I/71REtWoquGL.jpg,https://m.media-amazon.com/images/I/71W3zXe+XJL.jpg,"https://m.media-amazon.com/images/I/71SY4QsIK4L.jpg,https://m.media-amazon.com/images/I/71Ouw-zO3VL.jpg,https://m.media-amazon.com/images/I/61PwxrwY-lL.jpg,https://m.media-amazon.com/images/I/71REtWoquGL.jpg,https://m.media-amazon.com/images/I/71W3zXe+XJL.jpg,https://m.media-amazon.com/images/I/91rxZv2YDTL.jpg,https://m.media-amazon.com/images/I/6194XAjLDgL.jpg","<b>PREMIUM QUALITY TALL CANDLES </b><p>Need something to illuminate your decor at your special occasion? Look no further than our tall taper candles unscented by Hyoola. They exude a warm glow and a long-lasting flame.<p>Our tapered candles are designed well and will fit in most standard-sized candle sticks holders. Made of 100% high-quality paraffin wax, our long candles are dipped in layers, for a beautiful smooth finish. Our 100% cotton wick ensures a long-lasting, even burn. <p><b>PRODUCT FEATURES:</b><p> 100% Paraffin Wax<br> 100% Cotton Wicks<br> Over Dipped for Smooth Finish<br> Dripless<br> Unscented<br> Made in Europe<br> Perfect for Restaurants, Weddings, and Parties.<p><b>2 Sizes:<p></b>10â - 8 Hour Burn Time<br>12â - 10 Hour Burn Time<b>Available Colors:</b> White, Ivory, Cream, Dark Grey, Woolwhite, Rose Pink, Taupe Grey, Hunter Green, Celery Green, Burgundy, Sahara Beige, Light Blue, Red, Midnight Blue, Hot Pink Fuchsia, Lime Green, Black, Metallic Gold, Metallic Silver, Metallic Copper, Light Pink, Mauve Pink, Purple, Grey Blue, Ice Blue, Yellow, Orange, Cherry Red, Olive Green, Sage Green, Silver Grey<p><b>MULTIPURPOSE USE</b><p>Hyoolaâs taper candles 4 pack will equip you for any occasion, whether it be a wedding or celebration, religious observance, and more. Their elegant tapered shape, makes them perfect for church prayers, and other religious rituals as well.<p><b>Why Are My Tapers Candles Dripping?</b><p> The candle might not be completely vertical. If your taper candle isn't standing straight, it will burn unevenly, which can lead to wax running far down the long candle before it hardens. <br> There could be a draft, air conditioning, fans, outdoors, window draft, as well as a slight breeze, can also cause the candle stick to burn unevenly and lead to dripping.<p> Ignite your creativity with <b>Hyoola Dripless Candles</b>! Great quality materials mixed with incredible utility that will brighten your days!",,taper-candles,https://m.media-amazon.com/images/I/71SY4QsIK4L.jpg,https://www.amazon.com/dp/B0CPGQT2WZ,1.179999999,10.11999999,0.571,3.349999997,B0CPGRH4R1,CANDLE,Lighting,10 Inch,,"2pk 1.06oz 10"" chateau gray unscented ribbed taper flame candles - threshold: elegant home decor, 8hr burn time (please be advised that sets may be missing pieces or otherwise incomplete.)",B0CPGQT2WZ,2024-09-16 18:19:55,3,3
SKU-VAJVKTQL,2045719668101,194281125047,B0CPGQT2WZ,"2pk 1.06oz 10"" Chateau Gray Unscented Ribbed Taper Flame Candles - Threshold: Elegant Home Decor, 8hr Burn Time (Please be advised that sets may be missing pieces or otherwise incomplete.)",1.06oz,106,oz,3005.1000000000004,0,10.0,HOME,Hyoola,Hyoola,,,,,,9.99,9.99,0.0,New,0.0,0.0,,3.43,0.05,0.0,3.38,Large Standard Size,0.0,1.0,39.99,9.99,0.0,41437.0,https://m.media-amazon.com/images/I/71SY4QsIK4L.jpg,https://m.media-amazon.com/images/I/71Ouw-zO3VL.jpg,https://m.media-amazon.com/images/I/61PwxrwY-lL.jpg,https://m.media-amazon.com/images/I/71REtWoquGL.jpg,https://m.media-amazon.com/images/I/71W3zXe+XJL.jpg,"https://m.media-amazon.com/images/I/71SY4QsIK4L.jpg,https://m.media-amazon.com/images/I/71Ouw-zO3VL.jpg,https://m.media-amazon.com/images/I/61PwxrwY-lL.jpg,https://m.media-amazon.com/images/I/71REtWoquGL.jpg,https://m.media-amazon.com/images/I/71W3zXe+XJL.jpg,https://m.media-amazon.com/images/I/91rxZv2YDTL.jpg,https://m.media-amazon.com/images/I/6194XAjLDgL.jpg","<b>PREMIUM QUALITY TALL CANDLES </b><p>Need something to illuminate your decor at your special occasion? Look no further than our tall taper candles unscented by Hyoola. They exude a warm glow and a long-lasting flame.<p>Our tapered candles are designed well and will fit in most standard-sized candle sticks holders. Made of 100% high-quality paraffin wax, our long candles are dipped in layers, for a beautiful smooth finish. Our 100% cotton wick ensures a long-lasting, even burn. <p><b>PRODUCT FEATURES:</b><p> 100% Paraffin Wax<br> 100% Cotton Wicks<br> Over Dipped for Smooth Finish<br> Dripless<br> Unscented<br> Made in Europe<br> Perfect for Restaurants, Weddings, and Parties.<p><b>2 Sizes:<p></b>10â - 8 Hour Burn Time<br>12â - 10 Hour Burn Time<b>Available Colors:</b> White, Ivory, Cream, Dark Grey, Woolwhite, Rose Pink, Taupe Grey, Hunter Green, Celery Green, Burgundy, Sahara Beige, Light Blue, Red, Midnight Blue, Hot Pink Fuchsia, Lime Green, Black, Metallic Gold, Metallic Silver, Metallic Copper, Light Pink, Mauve Pink, Purple, Grey Blue, Ice Blue, Yellow, Orange, Cherry Red, Olive Green, Sage Green, Silver Grey<p><b>MULTIPURPOSE USE</b><p>Hyoolaâs taper candles 4 pack will equip you for any occasion, whether it be a wedding or celebration, religious observance, and more. Their elegant tapered shape, makes them perfect for church prayers, and other religious rituals as well.<p><b>Why Are My Tapers Candles Dripping?</b><p> The candle might not be completely vertical. If your taper candle isn't standing straight, it will burn unevenly, which can lead to wax running far down the long candle before it hardens. <br> There could be a draft, air conditioning, fans, outdoors, window draft, as well as a slight breeze, can also cause the candle stick to burn unevenly and lead to dripping.<p> Ignite your creativity with <b>Hyoola Dripless Candles</b>! Great quality materials mixed with incredible utility that will brighten your days!",,taper-candles,https://m.media-amazon.com/images/I/71SY4QsIK4L.jpg,https://www.amazon.com/dp/B0CPGQT2WZ,1.179999999,10.11999999,0.571,3.349999997,B0CPGRH4R1,CANDLE,Lighting,10 Inch,,"2pk 1.06oz 10"" chateau gray unscented ribbed taper flame candles - threshold: elegant home decor, 8hr burn time (please be advised that sets may be missing pieces or otherwise incomplete.)",B0CPGQT2WZ,2024-09-16 18:19:57,1,1
SKU-MZX5TWYN,2025688358159,Unknown,B0D7CKWRLT,"2pk 10""x10"" Cotton Round and Square Decorative Pillow Green Sun - Opalhouse designed with Jungalow (Please be advised that sets may be missing pieces or otherwise incomplete.)",Missing ,Missing,,,0,20.0,HOME,Fancy Homi,Fancy Homi,,,,,,14.99,14.99,0.0,New,10.49,0.0,VeryGood,4.27,0.12,0.0,4.15,Large Standard Size,0.0,1.0,15.99,14.99,0.0,8851.0,https://m.media-amazon.com/images/I/811R9wS+wJL.jpg,https://m.media-amazon.com/images/I/81nhUgml4nL.jpg,https://m.media-amazon.com/images/I/81lXKPEM8eL.jpg,https://m.media-amazon.com/images/I/81O-cirSIBL.jpg,https://m.media-amazon.com/images/I/81EmvP05E-L.jpg,"https://m.media-amazon.com/images/I/811R9wS+wJL.jpg,https://m.media-amazon.com/images/I/81nhUgml4nL.jpg,https://m.media-amazon.com/images/I/81lXKPEM8eL.jpg,https://m.media-amazon.com/images/I/81O-cirSIBL.jpg,https://m.media-amazon.com/images/I/81EmvP05E-L.jpg,https://m.media-amazon.com/images/I/810nM6oZjOL.jpg,https://m.media-amazon.com/images/I/81ogUCcxiCL.jpg","<p><i><b>About Fancy Homi</b></i></p> <p> </p> <p>Fancy Homi is the professional home decor manufacturer. Our team of designers and in-house sewing team work closely to ensure high quality and long-lasting products. We believe that home is an integral component to a quality of life we all strive for, and the foundation for everything else we do everywhere else. That way, you can easily brighten up your home with our unique pillow covers. </p> <p> </p> <p><i><b>Everyday Luxury and Comfort</b></i></p> <p> </p> <p>Fancy Homi creates everyday luxury and comfort with our versatile modern pillow covers. The soft touch material will keep you cozy and comfy while relaxing in your living space.<i><b><br></b></i></p> <p> </p> <p><i><b>Seamlessly Compliment Your Decor</b></i></p> <p> </p> <p>Our decorative pillow covers are crafted from premium quality materials . Our patterns create a versatile look that can be matched to any home decor style. We have also created a color palette to seamlessly fit in to the most neutral of decors whether it be boho home decor or modern farmhouse decor.</p> <p> </p> <p><i><b>Quality You Can Count On</b></i></p> <p> </p> <p>Fancy Homi creates throw cushion covers with high standards in mind. Handmade with exceptional quality, we attend to every detail so that we can offer you a superior product that is not only beautiful but sturdy and durable. Our eye-catching decorative pillow covers add distinction anywhere you place them. <br></p> <p> </p> <p><i><b>Please Note</b></i></p> <p> </p> <ul> <li>This product is including pillow covers only, does not come with pillow inserts.</li> <li>These pillow covers are handmade that their sizes might be 5% bigger or 5% smaller.</li> <li>Products may look slightly different in color due to lighting / camera effects.</li> </ul>",,throw-pillow-covers,https://m.media-amazon.com/images/I/811R9wS+wJL.jpg,https://www.amazon.com/dp/B0D7CKWRLT,2.949999997,9.60999999,0.6,3.269999997,B0D7CM3FFH,DECORATIVE_PILLOW_COVER,Home,"12"" x 20""",,"2pk 10""x10"" cotton round and square decorative pillow green sun - opalhouse designed with jungalow (please be advised that sets may be missing pieces or otherwise incomplete.)",B0D7CKWRLT,2024-09-16 18:19:55,2,2
SKU-M7IX4J25,2012989459685,885308472496,B01MZJ09SI,"2pk 37""x63"" Eclipse Blackout Shadow Curtain Panels Black (Please be advised that sets may be missing pieces or otherwise incomplete.)",Missing ,Missing,,,0,24.99,HOME,Eclipse,Ellery Homestyles,,,,,,11.58,11.58,0.0,New,0.0,0.0,,5.14,0.24,0.0,4.9,Large Standard Size,0.0,1.0,14.0,11.58,11.5,32511.0,https://m.media-amazon.com/images/I/81ooRfyHNgL.jpg,https://m.media-amazon.com/images/I/81a2ZGEhU9L.jpg,https://m.media-amazon.com/images/I/817EUoZYweL.jpg,https://m.media-amazon.com/images/I/91wv6maZ02L.jpg,https://m.media-amazon.com/images/I/81ADlCTDvnL.jpg,"https://m.media-amazon.com/images/I/81ooRfyHNgL.jpg,https://m.media-amazon.com/images/I/81a2ZGEhU9L.jpg,https://m.media-amazon.com/images/I/817EUoZYweL.jpg,https://m.media-amazon.com/images/I/91wv6maZ02L.jpg,https://m.media-amazon.com/images/I/81ADlCTDvnL.jpg","Find the perfect combination of fashion and function with Eclipse Darrell window curtain panel. Eclipse offers a complete line of functional curtains that provide privacy, manage light, reduce noise, and help with energy savings, without sacrificing the latest looks in window fashion. This beautiful panel offers light blocking benefits and features a soft, solid fabric. Special light blocking yarns are intricately woven into the panel giving it a rich hand and luxurious drapability. Panel measures 37 inches wide. 3 inch rod pocket is recommended with a 1.5 inch rod for maximum movement. Curtain rod sold separately. 100Percent polyester, unlined panel. Machine washable.",,window-treatment-panels,https://m.media-amazon.com/images/I/81ooRfyHNgL.jpg,https://www.amazon.com/dp/B01MZJ09SI,2.089999998,10.30999999,1.01,7.799999992,B0D1PDTSRZ,CURTAIN,Home,37x84,,"2pk 37""x63"" eclipse blackout shadow curtain panels black (please be advised that sets may be missing pieces or otherwise incomplete.)",B01MZJ09SI,2024-09-16 18:19:56,1,1
SKU-RP5O5ZRK,2067738060766,Unknown,Unknown,"2pk 37""x63"" Eclipse Blackout Shadow Window Curtain Panels Gray (Please be advised that sets may be missing pieces or otherwise incomplete.)",Missing ,Missing,,,0,24.99,HOME,Eclipse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-16 18:19:56,1,1
SKU-4LKGDP8A,2075975878716,081806736157,B0BL1YNQJW,"2pk 37""x84"" Eclipse Blackout Adagio Curtain Panels Gray (Please be advised that sets may be missing pieces or otherwise incomplete.)",Missing ,Missing,,,0,24.99,HOME,Eclipse,Keeco LLC,,,,,,19.54,19.54,0.0,New,17.54,0.0,VeryGood,5.12,0.22,0.0,4.9,Large Standard Size,0.0,1.0,22.99,19.54,0.0,32511.0,https://m.media-amazon.com/images/I/81cdayJffTL.jpg,https://m.media-amazon.com/images/I/81EDcCAKHaL.jpg,https://m.media-amazon.com/images/I/A1zu4sfNszL.jpg,https://m.media-amazon.com/images/I/917q2qlj2xL.jpg,https://m.media-amazon.com/images/I/91NMph9H+oL.jpg,"https://m.media-amazon.com/images/I/81cdayJffTL.jpg,https://m.media-amazon.com/images/I/81EDcCAKHaL.jpg,https://m.media-amazon.com/images/I/A1zu4sfNszL.jpg,https://m.media-amazon.com/images/I/917q2qlj2xL.jpg,https://m.media-amazon.com/images/I/91NMph9H+oL.jpg,https://m.media-amazon.com/images/I/91oh49Z1qNL.jpg,https://m.media-amazon.com/images/I/812Wq9qfO3L.jpg","The Eclipse Darrell Blackout Grommet curtain panel is perfect for any room in your home. The woven solid fabric coordinates easily with any room dÃ©cor and the grommets make it easy to hang and style your curtains. Utilizing Eclipseâs Thermaweave technology, this curtain features blackout fibers woven into a soft, drapable fabric. These blackout curtain panels will block most of the outside light. The darker the color, the better the light reducing capabilities. These energy efficient curtain panels help keep your home cooler in the summer and warmer in the winter. Metal grommets make it easy to hang and open and close your curtain panels. These curtain panels provide privacy and do not allow a view through your window. The darker the color panels, the better the light reducing capabilities. Curtain panels are solid individually and will fit a curtain rod up to 1.25â in diameter. Measure carefully before selecting your desired size and quantity. Rod not included. Machine washable.",,window-treatment-panels,https://m.media-amazon.com/images/I/41q6EuBgytL.jpg,https://www.amazon.com/dp/B0BL1YNQJW,1.81102362,11.37795274,1.058,7.637795268,B0D1PDTSRZ,CURTAIN,Home,37x84,,"2pk 37""x84"" eclipse blackout adagio curtain panels gray (please be advised that sets may be missing pieces or otherwise incomplete.)",B0BL1YNQJW,2024-09-16 18:19:56,1,1
SKU-XRC1HWFX,2089649751885,634759021636,B07F5G8DRY,"2pk 42""x84"" Light Filtering Window Curtain Panels White - Room Essentials (Please be advised that sets may be missing pieces or otherwise incomplete.)",Missing ,Missing,,,0,23.0,HOME,RYB HOME,RYB HOME,,,,,,22.95,22.95,0.0,New,16.33,0.0,Good,6.02,0.36,0.0,5.66,Large Standard Size,0.0,1.0,23.95,22.95,0.0,853.0,https://m.media-amazon.com/images/I/61LqjMZVF8L.jpg,https://m.media-amazon.com/images/I/71j0IVqxhJL.jpg,https://m.media-amazon.com/images/I/71aqSGtgKhL.jpg,https://m.media-amazon.com/images/I/71g5me7kfaL.jpg,https://m.media-amazon.com/images/I/71z1IVwM0IL.jpg,"https://m.media-amazon.com/images/I/61LqjMZVF8L.jpg,https://m.media-amazon.com/images/I/71j0IVqxhJL.jpg,https://m.media-amazon.com/images/I/71aqSGtgKhL.jpg,https://m.media-amazon.com/images/I/71g5me7kfaL.jpg,https://m.media-amazon.com/images/I/71z1IVwM0IL.jpg,https://m.media-amazon.com/images/I/613Po59vhaL.jpg,https://m.media-amazon.com/images/I/71ysrI4wjmL.jpg,https://m.media-amazon.com/images/I/61wkRzDhr5L.jpg,https://m.media-amazon.com/images/I/7101jrSJUIL.jpg","<b>RYB HOME Rod Pocket Blackout Curtains</b> are the perfect addition to an interior filled with pale walls. Created with practicality, these blackout curtains panels do well to your home and office.<p><b>DETAIL INFORMATION</b><p>Available in a range of sizes and color options.<br>Sold as 2 panels, each measures 42"" width, total width is 84"".<br>Made of 100 % high quality soft durable polyester.<br>Each curtain panel with 3"" rod pocket slot top, universal fit to most of the rods.</ol><p><b><ol>KEY PRODUCT FEATURES</b></ol><ul><li>Block 85-95% sunlightsï¼Dark color works well) thanks to the triple weave technology.<li>Stop the sight outside to maximum ensure privacy.<li>Add thermal efficiency to ensure that the room temperature is regulated.<li>Reduce some noise for a peaceful environment.<li>Energy-saving & protect furniture from exposing to the sun.<li>Super soft drapery adds a wonderful touch.</ul></li>All these features making RYB HOME blackout curtains an exceptional choice for a cold, bright bedroom to increase the chances of peaceful sleep.<p><b>EASY TO MAINTAIN</b><p>Machine washable<br>Quick ironing or steam cleaning<p><b>HINTS</b><br>Due to different computer/screen displays, the color of the actual item may slightly different from the above images.<br>All of our curtains are hand-made, so the items come sometimes with a 2-3 cm difference.<br>RYB HOME is always looking forward to serving our clients with warmth and full ranges of services. Please do not hesitate to contact us if you have any queries.",,window-treatment-panels,https://m.media-amazon.com/images/I/61LqjMZVF8L.jpg,https://www.amazon.com/dp/B07F5G8DRY,2.759999997,11.76999999,1.459,7.829999992,B0D418R57P,CURTAIN,Kitchen,42 x 45 in,,"2pk 42""x84"" light filtering window curtain panels white - room essentials (please be advised that sets may be missing pieces or otherwise incomplete.)",B07F5G8DRY,2024-09-16 18:19:56,1,1
SKU-99PO5ECP,2007403282659,634759021636,B07F5G8DRY,"2pk 42""x84"" Light Filtering Window Curtain Panels White - Room Essentials (Please be advised that sets may be missing pieces or otherwise incomplete.)",Missing ,Missing,,,0,23.0,HOME,RYB HOME,RYB HOME,,,,,,22.95,22.95,0.0,New,16.33,0.0,Good,6.02,0.36,0.0,5.66,Large Standard Size,0.0,1.0,23.95,22.95,0.0,853.0,https://m.media-amazon.com/images/I/61LqjMZVF8L.jpg,https://m.media-amazon.com/images/I/71j0IVqxhJL.jpg,https://m.media-amazon.com/images/I/71aqSGtgKhL.jpg,https://m.media-amazon.com/images/I/71g5me7kfaL.jpg,https://m.media-amazon.com/images/I/71z1IVwM0IL.jpg,"https://m.media-amazon.com/images/I/61LqjMZVF8L.jpg,https://m.media-amazon.com/images/I/71j0IVqxhJL.jpg,https://m.media-amazon.com/images/I/71aqSGtgKhL.jpg,https://m.media-amazon.com/images/I/71g5me7kfaL.jpg,https://m.media-amazon.com/images/I/71z1IVwM0IL.jpg,https://m.media-amazon.com/images/I/613Po59vhaL.jpg,https://m.media-amazon.com/images/I/71ysrI4wjmL.jpg,https://m.media-amazon.com/images/I/61wkRzDhr5L.jpg,https://m.media-amazon.com/images/I/7101jrSJUIL.jpg","<b>RYB HOME Rod Pocket Blackout Curtains</b> are the perfect addition to an interior filled with pale walls. Created with practicality, these blackout curtains panels do well to your home and office.<p><b>DETAIL INFORMATION</b><p>Available in a range of sizes and color options.<br>Sold as 2 panels, each measures 42"" width, total width is 84"".<br>Made of 100 % high quality soft durable polyester.<br>Each curtain panel with 3"" rod pocket slot top, universal fit to most of the rods.</ol><p><b><ol>KEY PRODUCT FEATURES</b></ol><ul><li>Block 85-95% sunlightsï¼Dark color works well) thanks to the triple weave technology.<li>Stop the sight outside to maximum ensure privacy.<li>Add thermal efficiency to ensure that the room temperature is regulated.<li>Reduce some noise for a peaceful environment.<li>Energy-saving & protect furniture from exposing to the sun.<li>Super soft drapery adds a wonderful touch.</ul></li>All these features making RYB HOME blackout curtains an exceptional choice for a cold, bright bedroom to increase the chances of peaceful sleep.<p><b>EASY TO MAINTAIN</b><p>Machine washable<br>Quick ironing or steam cleaning<p><b>HINTS</b><br>Due to different computer/screen displays, the color of the actual item may slightly different from the above images.<br>All of our curtains are hand-made, so the items come sometimes with a 2-3 cm difference.<br>RYB HOME is always looking forward to serving our clients with warmth and full ranges of services. Please do not hesitate to contact us if you have any queries.",,window-treatment-panels,https://m.media-amazon.com/images/I/61LqjMZVF8L.jpg,https://www.amazon.com/dp/B07F5G8DRY,2.759999997,11.76999999,1.459,7.829999992,B0D418R57P,CURTAIN,Kitchen,42 x 45 in,,"2pk 42""x84"" light filtering window curtain panels white - room essentials (please be advised that sets may be missing pieces or otherwise incomplete.)",B07F5G8DRY,2024-09-16 18:19:56,1,1
SKU-A1KUWVUW,2055731462595,Unknown,B0BYMP11C3,"2pk 50""x63"" Blackout Aruba Curtain Panels Off White - Threshold (Please be advised that sets may be missing pieces or otherwise incomplete.)",Missing ,Missing,,,0,50.0,HOME,100% Blackout Shield,100% Blackout Shield,,,,,,35.99,35.99,0.0,New,0.0,0.0,,7.69,0.53,0.0,7.16,Large Standard Size,0.0,1.0,37.99,35.99,0.0,585.0,https://m.media-amazon.com/images/I/812q8q737NL.jpg,https://m.media-amazon.com/images/I/614doE7ukqL.jpg,https://m.media-amazon.com/images/I/81ft9ENwbVL.jpg,https://m.media-amazon.com/images/I/81Qmcr2EhtL.jpg,https://m.media-amazon.com/images/I/6110+rXf8ML.jpg,"https://m.media-amazon.com/images/I/812q8q737NL.jpg,https://m.media-amazon.com/images/I/614doE7ukqL.jpg,https://m.media-amazon.com/images/I/81ft9ENwbVL.jpg,https://m.media-amazon.com/images/I/81Qmcr2EhtL.jpg,https://m.media-amazon.com/images/I/6110+rXf8ML.jpg,https://m.media-amazon.com/images/I/61IKG+ylpAL.jpg,https://m.media-amazon.com/images/I/71eNeEZ3trL.jpg","<br><b>2-pack of 100% blackout curtain panels for blocking sunlight, UV rays, reducing outside noise, and ensuring total privacy in any room, enjoy your sweet sleeping and protect your furniture from color fading.</b><br><b>Creates energy-saving insulating barrier against heat and cold, keeping room cooler in the summer and warmer in the winter.</b>",,window-treatment-panels,https://m.media-amazon.com/images/I/812q8q737NL.jpg,https://www.amazon.com/dp/B0BYMP11C3,3.619999996,11.13999999,3.66,9.44999999,B0D6GLVXHM,CURTAIN,Kitchen,50''W x 63''L,,"2pk 50""x63"" blackout aruba curtain panels off white - threshold (please be advised that sets may be missing pieces or otherwise incomplete.)",B0BYMP11C3,2024-09-16 18:19:55,1,1
SKU-MRA2C6O6,2074356287734,Unknown,B0DCNW95BS,"2pk 50""x84"" Blackout Aruba Curtain Panels Off White - Threshold (Please be advised that sets may be missing pieces or otherwise incomplete.)",Missing ,Missing,,,0,50.0,HOME,100% Blackout Shield,100% Blackout Shield,,,,,,45.99,45.99,0.0,New,0.0,0.0,,7.88,0.48,0.0,7.4,Large Standard Size,0.0,1.0,47.99,45.99,0.0,585.0,https://m.media-amazon.com/images/I/71qgR3u7p-L.jpg,https://m.media-amazon.com/images/I/614doE7ukqL.jpg,https://m.media-amazon.com/images/I/71+4V2VLcCL.jpg,https://m.media-amazon.com/images/I/71iYqkaHKBL.jpg,https://m.media-amazon.com/images/I/615ZN+VywPL.jpg,"https://m.media-amazon.com/images/I/71qgR3u7p-L.jpg,https://m.media-amazon.com/images/I/614doE7ukqL.jpg,https://m.media-amazon.com/images/I/71+4V2VLcCL.jpg,https://m.media-amazon.com/images/I/71iYqkaHKBL.jpg,https://m.media-amazon.com/images/I/615ZN+VywPL.jpg,https://m.media-amazon.com/images/I/61KxK4iprkL.jpg,https://m.media-amazon.com/images/I/71eNeEZ3trL.jpg","<br><b>2-pack of 100% blackout curtain panels for blocking sunlight, UV rays, reducing outside noise, and ensuring total privacy in any room, enjoy your sweet sleeping and protect your furniture from color fading.</b><br><b>Creates energy-saving insulating barrier against heat and cold, keeping room cooler in the summer and warmer in the winter.</b>",,window-treatment-panels,https://m.media-amazon.com/images/I/71qgR3u7p-L.jpg,https://www.amazon.com/dp/B0DCNW95BS,3.5,10.6,4.3,9.4,B0D6GLVXHM,CURTAIN,Kitchen,50''W x 84''L,,"2pk 50""x84"" blackout aruba curtain panels off white - threshold (please be advised that sets may be missing pieces or otherwise incomplete.)",B0DCNW95BS,2024-09-16 18:19:54,3,3
